"subject"	"group"	"congruency"	"result"	"rt"
11	"test"	"incongruent"	"correct"	0.788
11	"test"	"incongruent"	"correct"	0.641
11	"test"	"congruent"	"correct"	0.459
11	"test"	"congruent"	"correct"	0.501
11	"test"	"incongruent"	"correct"	0.737
11	"test"	"incongruent"	"correct"	0.516
11	"test"	"congruent"	"correct"	0.499
11	"test"	"congruent"	"correct"	0.504
11	"test"	"congruent"	"correct"	0.534
11	"test"	"incongruent"	"correct"	0.648
11	"test"	"incongruent"	"incorrect"	0.697
11	"test"	"congruent"	"correct"	0.455
11	"test"	"incongruent"	"correct"	0.601
11	"test"	"congruent"	"correct"	0.488
11	"test"	"congruent"	"correct"	0.564
11	"test"	"incongruent"	"correct"	0.818
11	"test"	"congruent"	"correct"	0.516
11	"test"	"incongruent"	"correct"	0.547
11	"test"	"congruent"	"correct"	0.485
11	"test"	"incongruent"	"correct"	0.484
11	"test"	"congruent"	"correct"	0.532
11	"test"	"congruent"	"correct"	0.502
11	"test"	"incongruent"	"correct"	0.648
11	"test"	"incongruent"	"correct"	0.628
11	"test"	"incongruent"	"correct"	0.558
11	"test"	"congruent"	"correct"	0.579
11	"test"	"incongruent"	"incorrect"	0.357
11	"test"	"congruent"	"correct"	0.323
11	"test"	"incongruent"	"correct"	0.618
11	"test"	"incongruent"	"incorrect"	0.405
11	"test"	"congruent"	"correct"	0.371
11	"test"	"congruent"	"correct"	0.564
11	"test"	"incongruent"	"correct"	0.573
11	"test"	"incongruent"	"incorrect"	0.63
11	"test"	"congruent"	"correct"	0.532
11	"test"	"congruent"	"correct"	0.465
11	"test"	"congruent"	"correct"	0.462
11	"test"	"incongruent"	"correct"	0.602
11	"test"	"incongruent"	"correct"	0.566
11	"test"	"congruent"	"correct"	0.454
11	"test"	"congruent"	"correct"	0.601
11	"test"	"incongruent"	"correct"	0.84
11	"test"	"congruent"	"correct"	0.979
11	"test"	"incongruent"	"incorrect"	0.386
11	"test"	"congruent"	"correct"	0.58
11	"test"	"incongruent"	"correct"	0.682
11	"test"	"incongruent"	"incorrect"	0.617
11	"test"	"congruent"	"correct"	0.645
11	"test"	"congruent"	"correct"	0.62
11	"test"	"incongruent"	"correct"	0.701
11	"test"	"congruent"	"correct"	0.781
11	"test"	"incongruent"	"correct"	0.673
11	"test"	"congruent"	"correct"	0.43
11	"test"	"congruent"	"correct"	0.423
11	"test"	"incongruent"	"correct"	0.892
11	"test"	"incongruent"	"correct"	0.56
11	"test"	"incongruent"	"correct"	0.553
11	"test"	"congruent"	"correct"	0.535
11	"test"	"congruent"	"correct"	0.505
11	"test"	"incongruent"	"correct"	0.483
11	"test"	"incongruent"	"correct"	0.585
11	"test"	"congruent"	"correct"	0.434
11	"test"	"congruent"	"correct"	0.598
11	"test"	"incongruent"	"correct"	0.751
11	"test"	"incongruent"	"correct"	0.578
11	"test"	"incongruent"	"correct"	0.993
11	"test"	"congruent"	"correct"	0.622
11	"test"	"congruent"	"correct"	0.612
11	"test"	"congruent"	"correct"	0.677
11	"test"	"congruent"	"correct"	0.665
11	"test"	"incongruent"	"correct"	1.093
11	"test"	"incongruent"	"correct"	0.5
11	"test"	"congruent"	"correct"	0.477
11	"test"	"incongruent"	"correct"	0.496
11	"test"	"incongruent"	"correct"	0.669
11	"test"	"congruent"	"correct"	0.492
11	"test"	"congruent"	"correct"	0.485
11	"test"	"incongruent"	"correct"	0.586
11	"test"	"congruent"	"correct"	0.552
11	"test"	"incongruent"	"correct"	0.511
11	"test"	"congruent"	"correct"	0.485
11	"test"	"congruent"	"correct"	0.515
11	"test"	"incongruent"	"correct"	0.495
11	"test"	"incongruent"	"correct"	0.572
11	"test"	"incongruent"	"correct"	0.602
11	"test"	"incongruent"	"correct"	0.576
11	"test"	"congruent"	"correct"	0.603
11	"test"	"congruent"	"correct"	0.469
11	"test"	"incongruent"	"incorrect"	0.744
11	"test"	"congruent"	"correct"	0.493
11	"test"	"incongruent"	"correct"	0.62
11	"test"	"congruent"	"correct"	0.74
11	"test"	"congruent"	"correct"	0.487
11	"test"	"incongruent"	"correct"	0.695
11	"test"	"congruent"	"correct"	0.619
11	"test"	"incongruent"	"correct"	1.347
1	"test"	"congruent"	"correct"	0.545
1	"test"	"incongruent"	"correct"	1.051
1	"test"	"congruent"	"correct"	0.425
1	"test"	"incongruent"	"correct"	1.063
1	"test"	"congruent"	"correct"	0.531
1	"test"	"incongruent"	"correct"	1.093
1	"test"	"congruent"	"correct"	0.418
1	"test"	"incongruent"	"correct"	0.61
1	"test"	"incongruent"	"correct"	0.65
1	"test"	"incongruent"	"correct"	0.874
1	"test"	"congruent"	"correct"	0.49
1	"test"	"congruent"	"correct"	0.407
1	"test"	"incongruent"	"correct"	0.551
1	"test"	"congruent"	"correct"	0.507
1	"test"	"congruent"	"correct"	0.418
1	"test"	"incongruent"	"correct"	0.859
1	"test"	"congruent"	"correct"	0.52
1	"test"	"congruent"	"correct"	0.534
1	"test"	"incongruent"	"correct"	0.966
1	"test"	"incongruent"	"correct"	0.537
1	"test"	"congruent"	"correct"	0.519
1	"test"	"congruent"	"correct"	0.578
1	"test"	"incongruent"	"correct"	0.868
1	"test"	"incongruent"	"correct"	0.792
1	"test"	"incongruent"	"correct"	0.862
1	"test"	"incongruent"	"correct"	0.733
1	"test"	"congruent"	"correct"	0.478
1	"test"	"congruent"	"correct"	0.556
1	"test"	"congruent"	"correct"	0.553
1	"test"	"incongruent"	"correct"	0.703
1	"test"	"incongruent"	"correct"	0.789
1	"test"	"congruent"	"correct"	0.617
1	"test"	"incongruent"	"correct"	0.558
1	"test"	"congruent"	"correct"	0.395
1	"test"	"incongruent"	"correct"	0.651
1	"test"	"congruent"	"correct"	0.627
1	"test"	"incongruent"	"correct"	0.921
1	"test"	"incongruent"	"correct"	0.638
1	"test"	"congruent"	"correct"	0.89
1	"test"	"congruent"	"correct"	0.459
1	"test"	"incongruent"	"correct"	1.833
1	"test"	"incongruent"	"correct"	0.868
1	"test"	"congruent"	"correct"	0.564
1	"test"	"congruent"	"correct"	0.485
1	"test"	"incongruent"	"correct"	0.614
1	"test"	"incongruent"	"correct"	0.466
1	"test"	"congruent"	"correct"	0.727
1	"test"	"congruent"	"correct"	0.464
1	"test"	"incongruent"	"correct"	0.997
1	"test"	"congruent"	"correct"	0.462
1	"test"	"congruent"	"correct"	0.518
1	"test"	"incongruent"	"correct"	0.756
1	"test"	"congruent"	"correct"	0.506
1	"test"	"congruent"	"correct"	0.557
1	"test"	"incongruent"	"correct"	0.801
1	"test"	"incongruent"	"timeout"	0
1	"test"	"congruent"	"correct"	0.589
1	"test"	"incongruent"	"correct"	1.481
1	"test"	"incongruent"	"correct"	0.834
1	"test"	"congruent"	"correct"	0.593
1	"test"	"congruent"	"timeout"	0
1	"test"	"congruent"	"correct"	0.513
1	"test"	"incongruent"	"correct"	0.99
1	"test"	"incongruent"	"correct"	1.019
1	"test"	"incongruent"	"correct"	0.68
1	"test"	"incongruent"	"correct"	0.964
1	"test"	"congruent"	"correct"	0.478
1	"test"	"congruent"	"correct"	1.116
1	"test"	"incongruent"	"correct"	1.476
1	"test"	"congruent"	"correct"	0.536
1	"test"	"incongruent"	"timeout"	0
1	"test"	"congruent"	"correct"	0.603
1	"test"	"incongruent"	"correct"	1.365
1	"test"	"congruent"	"correct"	0.489
1	"test"	"congruent"	"correct"	0.837
1	"test"	"incongruent"	"incorrect"	1.344
1	"test"	"congruent"	"correct"	0.473
1	"test"	"incongruent"	"correct"	1.959
1	"test"	"congruent"	"correct"	0.691
1	"test"	"incongruent"	"timeout"	0
1	"test"	"incongruent"	"correct"	1.292
1	"test"	"congruent"	"correct"	1.032
1	"test"	"congruent"	"correct"	0.848
1	"test"	"incongruent"	"correct"	1.519
1	"test"	"incongruent"	"correct"	0.967
1	"test"	"incongruent"	"correct"	0.947
1	"test"	"congruent"	"correct"	0.953
1	"test"	"congruent"	"correct"	1.751
1	"test"	"congruent"	"correct"	1.512
1	"test"	"congruent"	"correct"	0.45
1	"test"	"incongruent"	"correct"	0.916
1	"test"	"incongruent"	"correct"	1.093
1	"test"	"congruent"	"correct"	1.543
1	"test"	"incongruent"	"correct"	1.153
1	"test"	"incongruent"	"correct"	1.076
1	"test"	"congruent"	"correct"	0.562
1	"test"	"congruent"	"correct"	0.939
1	"test"	"congruent"	"correct"	0.658
1	"test"	"incongruent"	"correct"	1.18
1	"test"	"incongruent"	"correct"	0.573
1	"test"	"congruent"	"correct"	0.44
1	"test"	"incongruent"	"correct"	0.582
1	"test"	"incongruent"	"correct"	1.015
1	"test"	"congruent"	"correct"	0.76
1	"test"	"congruent"	"correct"	0.53
1	"test"	"congruent"	"correct"	0.457
1	"test"	"incongruent"	"correct"	0.569
1	"test"	"incongruent"	"incorrect"	0.527
1	"test"	"incongruent"	"correct"	0.933
1	"test"	"incongruent"	"correct"	1.039
1	"test"	"congruent"	"correct"	0.567
1	"test"	"congruent"	"correct"	0.451
1	"test"	"congruent"	"correct"	0.45
1	"test"	"incongruent"	"correct"	0.599
1	"test"	"congruent"	"correct"	0.48
1	"test"	"incongruent"	"correct"	0.502
1	"test"	"incongruent"	"correct"	1.08
1	"test"	"incongruent"	"correct"	0.549
1	"test"	"congruent"	"correct"	0.467
1	"test"	"congruent"	"correct"	0.476
1	"test"	"congruent"	"correct"	0.532
1	"test"	"incongruent"	"correct"	0.847
1	"test"	"incongruent"	"correct"	0.662
1	"test"	"congruent"	"correct"	0.619
1	"test"	"congruent"	"correct"	0.464
1	"test"	"congruent"	"correct"	0.535
1	"test"	"incongruent"	"correct"	0.868
1	"test"	"incongruent"	"correct"	0.982
1	"test"	"congruent"	"correct"	1.18
1	"test"	"incongruent"	"correct"	1.035
1	"test"	"congruent"	"correct"	0.55
1	"test"	"incongruent"	"correct"	1.001
1	"test"	"incongruent"	"correct"	0.582
1	"test"	"incongruent"	"correct"	0.632
1	"test"	"congruent"	"correct"	0.546
1	"test"	"congruent"	"correct"	0.83
1	"test"	"incongruent"	"correct"	0.655
1	"test"	"incongruent"	"correct"	0.569
1	"test"	"congruent"	"correct"	0.619
1	"test"	"congruent"	"correct"	0.512
1	"test"	"incongruent"	"correct"	0.663
1	"test"	"congruent"	"correct"	0.542
1	"test"	"congruent"	"correct"	0.518
1	"test"	"incongruent"	"correct"	0.905
1	"test"	"incongruent"	"correct"	0.841
1	"test"	"congruent"	"correct"	0.645
1	"test"	"congruent"	"correct"	0.541
1	"test"	"incongruent"	"correct"	0.731
1	"test"	"congruent"	"correct"	0.54
1	"test"	"incongruent"	"incorrect"	0.53
1	"test"	"congruent"	"correct"	0.505
1	"test"	"incongruent"	"correct"	1.142
1	"test"	"incongruent"	"correct"	0.607
1	"test"	"incongruent"	"timeout"	0
1	"test"	"congruent"	"correct"	0.818
1	"test"	"congruent"	"correct"	0.533
1	"test"	"congruent"	"correct"	0.762
1	"test"	"incongruent"	"correct"	0.616
1	"test"	"congruent"	"correct"	0.473
1	"test"	"incongruent"	"correct"	0.797
1	"test"	"congruent"	"correct"	0.542
1	"test"	"congruent"	"correct"	0.457
1	"test"	"incongruent"	"correct"	0.91
1	"test"	"incongruent"	"correct"	0.876
1	"test"	"incongruent"	"timeout"	0
1	"test"	"incongruent"	"correct"	1.233
1	"test"	"congruent"	"correct"	0.553
1	"test"	"congruent"	"correct"	0.53
1	"test"	"congruent"	"correct"	0.518
1	"test"	"incongruent"	"correct"	1.205
1	"test"	"congruent"	"correct"	0.719
1	"test"	"incongruent"	"correct"	1.302
1	"test"	"congruent"	"correct"	0.571
1	"test"	"congruent"	"correct"	0.49
1	"test"	"incongruent"	"correct"	0.988
1	"test"	"incongruent"	"correct"	0.896
1	"test"	"congruent"	"correct"	0.516
1	"test"	"congruent"	"correct"	0.607
1	"test"	"incongruent"	"correct"	0.872
1	"test"	"incongruent"	"correct"	0.843
1	"test"	"incongruent"	"correct"	0.975
1	"test"	"incongruent"	"correct"	0.644
1	"test"	"congruent"	"correct"	0.45
1	"test"	"congruent"	"correct"	0.43
1	"test"	"congruent"	"correct"	0.388
1	"test"	"congruent"	"correct"	0.512
1	"test"	"incongruent"	"correct"	0.916
1	"test"	"incongruent"	"correct"	0.628
1	"test"	"congruent"	"correct"	0.434
1	"test"	"congruent"	"correct"	0.505
1	"test"	"incongruent"	"correct"	0.869
1	"test"	"incongruent"	"correct"	0.753
39	"control"	"congruent"	"correct"	1.281
39	"control"	"incongruent"	"correct"	1.942
39	"control"	"congruent"	"correct"	0.847
39	"control"	"incongruent"	"correct"	1.279
39	"control"	"congruent"	"correct"	0.631
39	"control"	"incongruent"	"correct"	0.693
39	"control"	"congruent"	"correct"	0.922
39	"control"	"incongruent"	"correct"	0.703
39	"control"	"incongruent"	"correct"	1.764
39	"control"	"incongruent"	"correct"	1.342
39	"control"	"congruent"	"correct"	0.549
39	"control"	"congruent"	"correct"	0.65
39	"control"	"incongruent"	"correct"	0.701
39	"control"	"incongruent"	"incorrect"	0.776
39	"control"	"congruent"	"correct"	0.682
39	"control"	"congruent"	"correct"	0.516
39	"control"	"congruent"	"correct"	0.648
39	"control"	"incongruent"	"correct"	0.432
39	"control"	"congruent"	"correct"	0.738
39	"control"	"incongruent"	"correct"	0.754
39	"control"	"congruent"	"correct"	0.914
39	"control"	"congruent"	"correct"	0.614
39	"control"	"incongruent"	"correct"	0.634
39	"control"	"incongruent"	"correct"	0.701
39	"control"	"congruent"	"correct"	0.806
39	"control"	"incongruent"	"correct"	0.753
39	"control"	"incongruent"	"correct"	1.013
39	"control"	"congruent"	"correct"	0.675
39	"control"	"congruent"	"correct"	0.537
39	"control"	"incongruent"	"correct"	0.843
39	"control"	"congruent"	"correct"	0.7
39	"control"	"incongruent"	"correct"	0.731
39	"control"	"incongruent"	"correct"	0.721
39	"control"	"congruent"	"correct"	0.675
39	"control"	"incongruent"	"correct"	0.898
39	"control"	"congruent"	"correct"	0.828
39	"control"	"congruent"	"correct"	0.521
39	"control"	"incongruent"	"correct"	1.3
39	"control"	"congruent"	"correct"	0.653
39	"control"	"incongruent"	"correct"	1.123
39	"control"	"incongruent"	"correct"	0.814
39	"control"	"congruent"	"correct"	0.6
39	"control"	"congruent"	"correct"	0.492
39	"control"	"incongruent"	"correct"	0.634
39	"control"	"congruent"	"correct"	0.606
39	"control"	"congruent"	"correct"	0.504
39	"control"	"incongruent"	"correct"	0.933
39	"control"	"incongruent"	"correct"	0.725
39	"control"	"incongruent"	"correct"	1.045
39	"control"	"congruent"	"correct"	0.674
39	"control"	"incongruent"	"correct"	0.661
39	"control"	"congruent"	"correct"	0.478
39	"control"	"congruent"	"correct"	0.539
39	"control"	"incongruent"	"correct"	0.672
39	"control"	"congruent"	"correct"	0.604
39	"control"	"incongruent"	"correct"	0.571
39	"control"	"congruent"	"correct"	0.624
39	"control"	"congruent"	"correct"	0.725
39	"control"	"incongruent"	"correct"	0.592
39	"control"	"incongruent"	"correct"	0.971
39	"control"	"incongruent"	"correct"	0.501
39	"control"	"congruent"	"correct"	0.703
39	"control"	"incongruent"	"correct"	1.277
39	"control"	"congruent"	"correct"	0.505
39	"control"	"congruent"	"correct"	0.56
39	"control"	"incongruent"	"correct"	0.708
39	"control"	"congruent"	"correct"	0.547
39	"control"	"incongruent"	"correct"	0.843
39	"control"	"incongruent"	"correct"	1.052
39	"control"	"congruent"	"correct"	0.706
39	"control"	"incongruent"	"correct"	0.759
39	"control"	"congruent"	"correct"	0.544
39	"control"	"congruent"	"correct"	0.69
39	"control"	"incongruent"	"correct"	0.627
39	"control"	"incongruent"	"correct"	0.256
39	"control"	"congruent"	"correct"	0.257
39	"control"	"incongruent"	"incorrect"	0.312
39	"control"	"congruent"	"correct"	0.557
39	"control"	"congruent"	"correct"	0.391
39	"control"	"incongruent"	"correct"	0.709
39	"control"	"incongruent"	"correct"	0.764
39	"control"	"congruent"	"correct"	0.353
39	"control"	"incongruent"	"incorrect"	0.347
39	"control"	"congruent"	"correct"	0.725
39	"control"	"incongruent"	"correct"	0.567
39	"control"	"incongruent"	"correct"	0.751
39	"control"	"congruent"	"correct"	0.595
39	"control"	"congruent"	"correct"	0.526
39	"control"	"congruent"	"correct"	0.376
39	"control"	"incongruent"	"correct"	0.693
39	"control"	"incongruent"	"correct"	0.686
39	"control"	"congruent"	"correct"	0.292
39	"control"	"congruent"	"incorrect"	0.409
39	"control"	"congruent"	"correct"	0.675
39	"control"	"incongruent"	"correct"	0.766
39	"control"	"incongruent"	"correct"	0.791
26	"control"	"incongruent"	"correct"	0.938
26	"control"	"congruent"	"correct"	0.879
26	"control"	"congruent"	"correct"	0.806
26	"control"	"incongruent"	"correct"	0.869
26	"control"	"congruent"	"correct"	0.612
26	"control"	"incongruent"	"correct"	1.433
26	"control"	"incongruent"	"correct"	1.071
26	"control"	"congruent"	"correct"	0.732
26	"control"	"incongruent"	"correct"	1.122
26	"control"	"congruent"	"correct"	0.569
26	"control"	"incongruent"	"correct"	0.955
26	"control"	"congruent"	"correct"	0.632
26	"control"	"incongruent"	"incorrect"	1.167
26	"control"	"congruent"	"correct"	1.083
26	"control"	"incongruent"	"correct"	1.102
26	"control"	"congruent"	"correct"	1.442
26	"control"	"incongruent"	"correct"	0.661
26	"control"	"congruent"	"correct"	0.626
26	"control"	"incongruent"	"correct"	0.59
26	"control"	"congruent"	"correct"	1.45
26	"control"	"incongruent"	"correct"	0.635
26	"control"	"congruent"	"correct"	0.742
26	"control"	"incongruent"	"correct"	0.779
26	"control"	"congruent"	"correct"	0.653
26	"control"	"incongruent"	"correct"	0.919
26	"control"	"incongruent"	"incorrect"	0.661
26	"control"	"congruent"	"correct"	0.773
26	"control"	"congruent"	"correct"	0.679
26	"control"	"incongruent"	"incorrect"	0.344
26	"control"	"congruent"	"correct"	0.625
26	"control"	"congruent"	"correct"	0.572
26	"control"	"incongruent"	"correct"	0.673
26	"control"	"congruent"	"correct"	0.612
26	"control"	"incongruent"	"correct"	0.461
26	"control"	"incongruent"	"correct"	1.107
26	"control"	"congruent"	"correct"	0.688
26	"control"	"congruent"	"correct"	0.586
26	"control"	"incongruent"	"correct"	0.709
26	"control"	"congruent"	"correct"	0.601
26	"control"	"incongruent"	"correct"	1.344
26	"control"	"congruent"	"correct"	0.982
26	"control"	"incongruent"	"correct"	0.764
26	"control"	"incongruent"	"correct"	1.155
26	"control"	"congruent"	"correct"	0.679
26	"control"	"congruent"	"correct"	0.874
26	"control"	"incongruent"	"correct"	0.719
26	"control"	"congruent"	"correct"	0.654
26	"control"	"incongruent"	"correct"	0.571
26	"control"	"congruent"	"correct"	1.172
26	"control"	"incongruent"	"correct"	0.619
26	"control"	"incongruent"	"correct"	0.517
26	"control"	"congruent"	"correct"	0.534
26	"control"	"congruent"	"correct"	0.504
26	"control"	"congruent"	"correct"	0.956
26	"control"	"incongruent"	"correct"	1.277
26	"control"	"incongruent"	"correct"	0.643
26	"control"	"incongruent"	"correct"	0.687
26	"control"	"congruent"	"correct"	0.857
26	"control"	"congruent"	"correct"	1.608
26	"control"	"incongruent"	"correct"	0.757
26	"control"	"congruent"	"correct"	1.005
26	"control"	"incongruent"	"incorrect"	0.87
26	"control"	"congruent"	"correct"	0.96
26	"control"	"incongruent"	"correct"	1.189
26	"control"	"congruent"	"correct"	1.908
26	"control"	"incongruent"	"correct"	1.582
26	"control"	"congruent"	"timeout"	0
26	"control"	"incongruent"	"correct"	1.571
26	"control"	"congruent"	"correct"	0.868
26	"control"	"congruent"	"correct"	0.565
26	"control"	"incongruent"	"correct"	0.567
26	"control"	"incongruent"	"correct"	1.202
26	"control"	"incongruent"	"correct"	0.889
26	"control"	"congruent"	"correct"	0.934
26	"control"	"incongruent"	"correct"	1.223
26	"control"	"congruent"	"correct"	0.816
26	"control"	"congruent"	"correct"	0.588
26	"control"	"congruent"	"correct"	0.891
26	"control"	"incongruent"	"correct"	1.193
26	"control"	"incongruent"	"correct"	1.181
26	"control"	"congruent"	"correct"	0.589
26	"control"	"incongruent"	"correct"	0.615
26	"control"	"congruent"	"correct"	0.544
26	"control"	"incongruent"	"correct"	0.949
26	"control"	"congruent"	"correct"	0.674
26	"control"	"congruent"	"correct"	1.291
26	"control"	"incongruent"	"correct"	1.305
26	"control"	"incongruent"	"correct"	0.922
26	"control"	"incongruent"	"correct"	0.685
26	"control"	"congruent"	"incorrect"	0.874
26	"control"	"incongruent"	"correct"	1.108
26	"control"	"congruent"	"correct"	1.191
26	"control"	"incongruent"	"correct"	1.299
26	"control"	"incongruent"	"correct"	1.671
26	"control"	"congruent"	"correct"	0.788
26	"control"	"congruent"	"correct"	0.872
33	"control"	"congruent"	"correct"	0.762
33	"control"	"incongruent"	"correct"	0.829
33	"control"	"incongruent"	"correct"	0.551
33	"control"	"congruent"	"correct"	0.498
33	"control"	"incongruent"	"incorrect"	0.469
33	"control"	"congruent"	"correct"	0.487
33	"control"	"congruent"	"correct"	0.514
33	"control"	"incongruent"	"correct"	0.517
33	"control"	"incongruent"	"correct"	0.587
33	"control"	"congruent"	"correct"	0.987
33	"control"	"incongruent"	"correct"	0.743
33	"control"	"congruent"	"correct"	0.748
33	"control"	"incongruent"	"correct"	0.441
33	"control"	"congruent"	"correct"	0.531
33	"control"	"incongruent"	"correct"	0.482
33	"control"	"congruent"	"correct"	0.427
33	"control"	"incongruent"	"correct"	0.497
33	"control"	"congruent"	"correct"	0.432
33	"control"	"incongruent"	"correct"	0.561
33	"control"	"congruent"	"correct"	0.432
33	"control"	"congruent"	"correct"	0.406
33	"control"	"incongruent"	"incorrect"	0.355
33	"control"	"congruent"	"correct"	0.444
33	"control"	"incongruent"	"correct"	0.507
33	"control"	"congruent"	"correct"	1.149
33	"control"	"congruent"	"correct"	0.587
33	"control"	"incongruent"	"correct"	0.473
33	"control"	"incongruent"	"correct"	0.42
33	"control"	"congruent"	"correct"	0.419
33	"control"	"incongruent"	"correct"	0.35
33	"control"	"incongruent"	"correct"	0.305
33	"control"	"congruent"	"correct"	0.23
33	"control"	"incongruent"	"correct"	0.205
33	"control"	"congruent"	"incorrect"	0.216
33	"control"	"congruent"	"correct"	0.519
33	"control"	"incongruent"	"correct"	0.592
33	"control"	"incongruent"	"correct"	0.715
33	"control"	"congruent"	"correct"	0.51
33	"control"	"incongruent"	"correct"	0.449
33	"control"	"congruent"	"correct"	0.506
33	"control"	"congruent"	"correct"	0.557
33	"control"	"incongruent"	"correct"	0.559
33	"control"	"congruent"	"correct"	0.49
33	"control"	"incongruent"	"correct"	0.462
33	"control"	"incongruent"	"correct"	0.537
33	"control"	"congruent"	"correct"	0.472
33	"control"	"congruent"	"correct"	0.577
33	"control"	"incongruent"	"correct"	0.758
33	"control"	"incongruent"	"correct"	0.986
33	"control"	"congruent"	"correct"	0.768
33	"control"	"incongruent"	"correct"	0.556
33	"control"	"congruent"	"correct"	0.662
33	"control"	"incongruent"	"correct"	0.734
33	"control"	"congruent"	"correct"	0.653
33	"control"	"incongruent"	"correct"	0.621
33	"control"	"congruent"	"correct"	0.822
33	"control"	"congruent"	"correct"	0.49
33	"control"	"incongruent"	"correct"	0.458
33	"control"	"incongruent"	"correct"	0.338
33	"control"	"congruent"	"correct"	0.421
33	"control"	"incongruent"	"correct"	0.478
33	"control"	"congruent"	"correct"	0.424
33	"control"	"congruent"	"correct"	0.541
33	"control"	"incongruent"	"correct"	0.451
33	"control"	"incongruent"	"correct"	0.486
33	"control"	"incongruent"	"correct"	0.468
33	"control"	"congruent"	"correct"	0.574
33	"control"	"congruent"	"correct"	0.471
33	"control"	"congruent"	"correct"	0.401
33	"control"	"congruent"	"correct"	0.437
33	"control"	"incongruent"	"correct"	0.502
33	"control"	"incongruent"	"correct"	0.639
33	"control"	"congruent"	"correct"	0.553
33	"control"	"incongruent"	"correct"	0.63
33	"control"	"incongruent"	"correct"	0.549
33	"control"	"congruent"	"correct"	0.731
33	"control"	"congruent"	"correct"	0.644
33	"control"	"incongruent"	"correct"	0.499
33	"control"	"incongruent"	"correct"	0.41
33	"control"	"congruent"	"correct"	0.518
33	"control"	"congruent"	"incorrect"	0.298
33	"control"	"congruent"	"correct"	0.434
33	"control"	"incongruent"	"correct"	0.589
33	"control"	"incongruent"	"correct"	1.45
33	"control"	"incongruent"	"correct"	0.641
33	"control"	"congruent"	"incorrect"	0.462
33	"control"	"incongruent"	"correct"	0.429
33	"control"	"congruent"	"correct"	0.55
33	"control"	"congruent"	"correct"	1.149
33	"control"	"incongruent"	"correct"	0.385
33	"control"	"congruent"	"incorrect"	0.351
33	"control"	"incongruent"	"correct"	1.302
33	"control"	"incongruent"	"incorrect"	0.756
33	"control"	"congruent"	"correct"	0.976
33	"control"	"congruent"	"correct"	0.476
33	"control"	"incongruent"	"correct"	0.616
6	"test"	"incongruent"	"correct"	0.993
6	"test"	"congruent"	"correct"	0.698
6	"test"	"congruent"	"correct"	0.608
6	"test"	"incongruent"	"correct"	0.826
6	"test"	"congruent"	"correct"	0.529
6	"test"	"incongruent"	"correct"	0.802
6	"test"	"incongruent"	"correct"	0.706
6	"test"	"congruent"	"correct"	0.651
6	"test"	"congruent"	"correct"	0.537
6	"test"	"incongruent"	"correct"	0.9
6	"test"	"congruent"	"correct"	0.691
6	"test"	"incongruent"	"correct"	0.74
6	"test"	"incongruent"	"correct"	0.612
6	"test"	"congruent"	"correct"	0.627
6	"test"	"congruent"	"correct"	0.644
6	"test"	"incongruent"	"correct"	0.772
6	"test"	"congruent"	"correct"	0.608
6	"test"	"incongruent"	"correct"	0.626
6	"test"	"incongruent"	"correct"	0.605
6	"test"	"congruent"	"correct"	0.457
6	"test"	"congruent"	"correct"	0.638
6	"test"	"congruent"	"correct"	0.635
6	"test"	"incongruent"	"correct"	1.152
6	"test"	"incongruent"	"correct"	0.605
6	"test"	"congruent"	"correct"	0.868
6	"test"	"incongruent"	"correct"	0.89
6	"test"	"incongruent"	"correct"	0.706
6	"test"	"congruent"	"correct"	0.527
6	"test"	"incongruent"	"correct"	0.663
6	"test"	"congruent"	"correct"	0.582
6	"test"	"congruent"	"correct"	0.505
6	"test"	"incongruent"	"correct"	1.287
6	"test"	"incongruent"	"correct"	1.236
6	"test"	"congruent"	"correct"	0.612
6	"test"	"congruent"	"correct"	1.373
6	"test"	"incongruent"	"correct"	0.611
6	"test"	"incongruent"	"correct"	1.041
6	"test"	"incongruent"	"correct"	0.678
6	"test"	"congruent"	"correct"	0.776
6	"test"	"congruent"	"correct"	0.626
6	"test"	"congruent"	"correct"	0.658
6	"test"	"congruent"	"correct"	0.914
6	"test"	"incongruent"	"correct"	1.126
6	"test"	"incongruent"	"correct"	1.703
6	"test"	"congruent"	"timeout"	0
6	"test"	"congruent"	"correct"	0.969
6	"test"	"incongruent"	"correct"	0.931
6	"test"	"incongruent"	"correct"	0.788
6	"test"	"incongruent"	"correct"	0.877
6	"test"	"congruent"	"correct"	0.59
6	"test"	"incongruent"	"correct"	0.766
6	"test"	"congruent"	"correct"	0.576
6	"test"	"incongruent"	"correct"	0.861
6	"test"	"congruent"	"correct"	0.906
6	"test"	"congruent"	"correct"	0.864
6	"test"	"incongruent"	"correct"	0.907
6	"test"	"incongruent"	"correct"	0.988
6	"test"	"incongruent"	"correct"	1.017
6	"test"	"congruent"	"correct"	0.503
6	"test"	"congruent"	"correct"	0.928
6	"test"	"congruent"	"correct"	0.593
6	"test"	"incongruent"	"correct"	0.675
6	"test"	"congruent"	"correct"	1.06
6	"test"	"incongruent"	"correct"	1.33
6	"test"	"congruent"	"correct"	1.508
6	"test"	"incongruent"	"correct"	0.932
6	"test"	"congruent"	"correct"	0.737
6	"test"	"incongruent"	"correct"	1.008
6	"test"	"incongruent"	"correct"	0.772
6	"test"	"congruent"	"correct"	0.634
6	"test"	"congruent"	"correct"	0.663
6	"test"	"incongruent"	"correct"	0.558
